# Fairway investor table. One row per house. Built by tools/build_investors_table.py.
# Checked by tools/investor_check.py, which is the gate on what may render.
#
# TWO LAYERS AND THEY MUST NOT BE BLENDED.
#   EVIDENCE  the houses behind a founder's own reference rounds, generated from the same files
#             the football field comes from. Every deal carries company, month and the round's own
#             source URL. Honest label: a map of who pays up for businesses like yours, mostly
#             growth-stage and mostly US. NOT a call list for a seed round.
#   CALLABLE  funds writing first cheques in the founder's sector now. Seeded from the 19 UK funds
#             curated in data-content.js and DELIBERATELY INCOMPLETE: no dated deal, no source URL,
#             so the checker refuses them. That refusal is the pull list, not a bug.
#
# THE ACTIVITY RULE, taken from vcconf and binding here: a CALLABLE investor renders only with at
# least one named, dated deal inside 12 months WITH a source URL, a first-cheque range, a stage,
# a sector in our vocabulary, a geography and a one-line thesis. A row missing any of those does
# not render. Same discipline as comps sourcing: a figure with no source does not exist.
#
# COMPLIANCE, binding on every rendering of both layers: public information only, nothing behind
# a login, no contact details, no claim of introduction. The footer line carries onto every card:
# a map, not an introduction; no affiliation or endorsement is implied. Styled text wordmarks,
# never logos.
#
# Never pad to a fixed count. Six good matches beat twelve loose ones.
investor_key,investor_name,house_type,layer,geographies,stage_bands,first_cheque_low_m,first_cheque_high_m,cheque_currency,thesis_one_liner,screening_categories,subsectors,recent_deal_1_company,recent_deal_1_date,recent_deal_1_source_url,recent_deal_2_company,recent_deal_2_date,recent_deal_2_source_url,rounds_in_set,companies_in_set,companies_backed,first_round,last_round,median_round_size_m,median_postmoney_m,last_verified,provenance
chimera,Chimera,,EVIDENCE,,,,,,,Lending(1); Local Delivery & On-Demand(1),Consumer lending / digital bank(1); Third-party logistics and parcel(1),Zopa,2021-10,https://techcrunch.com/2021/10/18/zopa-raises-300m-at-a-1b-valuation-to-expand-its-p2p-lending-and-savings-neobank-in-the-uk,Delhivery,2021-05,https://entrackr.com/2021/05/exclusive-ipo-bound-delhivery-raises-277-mn-led-by-fidelity/,2,2,Delhivery|Zopa,2021-05,2021-10,300.0,3000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
citi,Citi Ventures,,EVIDENCE,,,,,,,Enterprise Applications(1); Cloud & Infrastructure Software(1),Enterprise generative AI platform(1); Container development platform(1),Writer,2024-11,https://writer.com/blog/series-c-funding-writer-press-release/,Docker,2022-03,https://www.docker.com/blog/docker-series-c/,2,2,Docker|Writer,2022-03,2024-11,200.0,2100.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
dfjgrowth,DFJ Growth,,EVIDENCE,,,,,,,Sales Engagement(1); Streaming & Creator(1),Sales execution and engagement(1); Creator subscriptions(1),Outreach,2021-06,https://www.prnewswire.com/news-releases/outreach-closes-200-million-round-4-4-billion-valuation-for-sales-engagement-category-leader-301304239.html,Patreon,2021-04,https://news.patreon.com/articles/the-second-renaissance-is-here,2,2,Outreach|Patreon,2021-04,2021-06,200.0,4400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
databricks,Databricks Ventures,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(2)",AI application development / vibe coding(1); AI search / answer engine(1),Lovable,2025-12,https://lovable.dev/blog/series-b,Perplexity,2024-01,https://www.perplexity.ai/hub/blog/perplexity-raises-series-b-funding-round,2,2,Lovable|Perplexity,2024-01,2025-12,330.0,6600.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
deliveryhero,Delivery Hero,,EVIDENCE,,,,,,,Local Delivery & On-Demand(1),Quick commerce / on-demand delivery(1),Glovo,2021-12,https://www.deliveryhero.com/newsroom/tech-champions-join-forces/,Gorillas,2021-10,https://www.cnbc.com/2021/10/19/delivery-hero-leads-1-billion-investment-in-grocery-start-up-gorillas.html,2,2,Glovo|Gorillas,2021-10,2021-12,1000.0,3100.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
dragoneerinvestment,Dragoneer Investment Group,,EVIDENCE,,,,,,,B2B Marketplace(1); Consumer Marketplace(1),Wholesale marketplace(1); Sneaker and collectibles resale(1),Faire,2021-11,businesswire.com/news/home/20211116005386/en/Faire-Valuation-Grows-to-%2412.4-Billion-With-%24400-Million-Series-G-Funding-Round-Co-Led-by-Durable-Capital-Partners-LP,StockX,2021-04,https://www.prnewswire.com/news-releases/stockx-valuation-surges-to-3-8-billion-with-255-million-financing-301264729.html,2,2,Faire|StockX,2021-04,2021-11,400.0,12400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
eqt,EQT,,EVIDENCE,,,,,,,Consumer Marketplace(2),Fashion resale marketplace(2),Vinted,2026-04,company.vinted.com/newsroom/financial-results-2025,Vinted,2021-05,techcrunch.com/2021/05/11/vinted-raises-303m-for-its-2nd-hand-clothes-marketplace-used-by-45m-and-now-valued-at-4-5b/,2,1,Vinted,2021-05,2026-04,880.0,8000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
farallon,Farallon Capital,,EVIDENCE,,,,,,,Enterprise Applications(1); Cross-Border & FX(1),HR management software(1); Cross-border remittance(1),HiBob,2023-09,https://www.hibob.com/news/mid-market-hr-tech-leader-hibob-adds-150m-in-new-round-of-funding-to-support-continued-expansion/,Zepz,2021-08,https://www.businesswire.com/news/home/20210822005041/en/,2,2,HiBob|Zepz,2021-08,2023-09,292.0,5000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
felix,Felix Capital,,EVIDENCE,,,,,,,Travel Booking(1); E-commerce Enablement(1),Business travel management(1); Enterprise marketplace software(1),TravelPerk,2024-01,https://www.businesswire.com/news/home/20240122614068/en/TravelPerk-Secures-over-100m-in-Funding-Led-by-SoftBank-Vision-Fund-2-to-Expand-Hyper-Growth-Business-Travel-Platform,Mirakl,2021-09,mirakl.com/news/mirakl-announces-555-million-series-e-funding-2/,2,2,Mirakl|TravelPerk,2021-09,2024-01,555.0,3500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
fidelitymanagementresearch,Fidelity Management & Research,,EVIDENCE,,,,,,,Personal Software / Productivity(1),Visual design and collaboration(1),Canva,2025-08,https://finance.yahoo.com/news/canva-begins-employee-stock-sale-034229058.html,Creditas,2022-01,https://www.creditas.com/ir/non-regulatory/creditas-announces-usd-260-million-series-f-fundraising-round/,2,2,Canva|Creditas,2022-01,2025-08,260.0,42000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
forerunner,Forerunner,,EVIDENCE,,,,,,,E-commerce Enablement(1); D2C / Consumer Brand(1),Headless commerce platform(1); Beauty(1),Fabric,2022-02,fabric.inc/press/headless-commerce-leader-fabric-announces-140-million-series-c-funding-led-by-softbank,Glossier,2021-07,beautymatter.com/articles/glossier-raises-80-million-series-e,2,2,Fabric|Glossier,2021-07,2022-02,140.0,1800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
generationim,Generation IM,,EVIDENCE,,,,,,,Consumer Marketplace(2),Refurbished electronics marketplace(1); Luxury resale marketplace(1),Back Market,2022-01,backmarket.reportablenews.com/pr/back-market-the-renewed-electronics-marketplace-raises-510-million-and-is-now-valued-at-5-7-billion,Vestiaire Collective,2021-09,generationim.com/our-thinking/news/vestiaire-collective-continues-accelerating-and-announces-a-new-178-million-us-210-million-fundraising-backed-by-softbank-vision-fund-2-and-generation-investment-management/,2,2,Back Market|Vestiaire Collective,2021-09,2022-01,510.0,5700.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
glynn,Glynn Capital,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1); E-commerce Enablement(1)",Search and discovery API(1); Headless commerce platform(1),Fabric,2022-02,fabric.inc/press/headless-commerce-leader-fabric-announces-140-million-series-c-funding-led-by-softbank,Algolia,2021-07,https://www.algolia.com/about/news/algolia-advances-api-first-software-development-valuation-soars-to-2-25-billion-with-150-million-series-d-funding,2,2,Algolia|Fabric,2021-07,2022-02,150.0,2250.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
google,Google,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1); Cybersecurity(1)",Foundation models / generative AI(1); Cloud security(1),Wiz,2026-03,blog.google/inside-google/company-announcements/google-completes-acquisition-wiz/,Anthropic,2023-05,https://www.anthropic.com/news/anthropic-series-c,2,2,Anthropic|Wiz,2023-05,2026-03,450.0,32000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
greycroft,Greycroft,,EVIDENCE,,,,,,,Scraping / Data for AI(1); Consumer Marketplace(1),Human-in-the-loop AI data operations(1); Livestream commerce marketplace(1),Whatnot,2026-08,blog.teamwhatnot.com/unitedstates/seriesg,Invisible Technologies,2025-09,https://invisibletech.ai/blog/invisible-technologies-raises-100-million,2,2,Invisible Technologies|Whatnot,2025-09,2026-08,545.0,20000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
greylock,Greylock,,EVIDENCE,,,,,,,Cybersecurity(2),Email security / behavioral AI(1); Cloud security / CNAPP(1),Abnormal Security,2024-08,https://abnormal-website-rd-sandbox.vercel.app/newsroom/press-releases/series-d-5b-valuation,Wiz,2024-05,https://www.wiz.io/blog/celebrating-our-1-billion-funding-round-and-12-billion-valuation,2,2,Abnormal Security|Wiz,2024-05,2024-08,1000.0,12000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
harbourvest,HarbourVest Partners,,EVIDENCE,,,,,,,Sales Engagement(1); Vertical Software(1),Sales engagement(1); Hospitality property management software(1),Mews,2026-01,https://www.prnewswire.com/news-releases/mews-secures-300-million-investment-to-cement-position-as-worlds-leading-hospitality-operating-system-302668120.html,Salesloft,2019-04,https://techcrunch.com/2019/04/25/salesloft-funding/,2,2,Mews|Salesloft,2019-04,2026-01,300.0,2500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: HarbourVest / HarbourVest Partners
hedosophia,Hedosophia,,EVIDENCE,,,,,,,Local Delivery & On-Demand(1); Consumer Marketplace(1),Quick commerce / instant grocery(1); Fashion resale marketplace(1),Vinted,2024-10,company.vinted.com/newsroom/secondary-investment,Gopuff,2021-07,https://techcrunch.com/2021/07/30/gopuff-confirms-new-1b-cash-injection-at-a-15b-valuation-to-expand-its-instant-grocery-delivery-service/,2,2,Gopuff|Vinted,2021-07,2024-10,1000.0,15000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
jpmorgangrowthequity,J.P. Morgan Growth Equity Partners,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(2)",Market intelligence / enterprise search(2),AlphaSense,2024-06,https://news.bloomberglaw.com/private-equity/market-data-firm-alphasense-valued-at-4-billion-in-fundraise,AlphaSense,2023-09,https://techcrunch.com/2023/09/28/alphasense-an-ai-based-market-intel-firm-snaps-up-150m-at-a-2-5b-valuation/,2,1,AlphaSense,2023-09,2024-06,650.0,4000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: J.P. Morgan Growth Equity / J.P. Morgan Growth Equity Partners
kaszek,Kaszek,,EVIDENCE,,,,,,,,,Creditas,2022-01,https://www.creditas.com/ir/non-regulatory/creditas-announces-usd-260-million-series-f-fundraising-round/,Creditas,2020-12,https://www.creditas.com/ir/non-regulatory/creditas-announces-ususd255-million-series-e/,2,1,Creditas,2020-12,2022-01,260.0,4800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
khosla,Khosla Ventures,,EVIDENCE,,,,,,,Enterprise Applications(1),Enterprise search / knowledge management(1),Glean,2025-06,https://www.glean.com/press/glean-raises-150m-series-f-at-7-2b-valuation-to-accelerate-enterprise-ai-agent-innovation-globally,Fundbox,2021-11,https://www.globenewswire.com/news-release/2021/11/30/2343283/0/en/Fundbox-Closes-100M-Series-D-Fueled-by-Record-Growth.html,2,2,Fundbox|Glean,2021-11,2025-06,150.0,7200.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: Khosla / Khosla Ventures
kleinerperkins,Kleiner Perkins,,EVIDENCE,,,,,,,Vertical Software(1); Cybersecurity(1),Legal AI / legal workflow(1); Managed detection and response for SMBs(1),Harvey,2025-06,https://www.harvey.ai/blog/harvey-raises-series-e,Huntress,2024-06,https://www.huntress.com/press-release/150m-boost-for-huntress-powers-new-products,2,2,Harvey|Huntress,2024-06,2025-06,300.0,5000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
kochdisruptivetechnologies,Koch Disruptive Technologies,,EVIDENCE,,,,,,,Lending & Credit(2),Consumer lending and cards(2),Upgrade,2021-11,https://techcrunch.com/2021/11/16/credit-focused-company-upgrade-raises-280-million-at-6-billion-valuation/,Upgrade,2021-08,https://www.prnewswire.com/news-releases/upgrade-closes-105-million-series-e-round-at-3-325-billion-valuation-301352490.html,2,1,Upgrade,2021-08,2021-11,280.0,6280.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
leapfrog,LeapFrog Investments,,EVIDENCE,,,,,,,Cross-Border & FX(1),Cross-border remittance(1),Zepz,2024-10,https://news.bloomberglaw.com/private-equity/accel-tcv-and-world-bank-support-zepzs-267-million-fundraise,Zepz,2021-08,https://www.businesswire.com/news/home/20210822005041/en/,2,1,Zepz,2021-08,2024-10,292.0,5000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: LeapFrog Investments / Leapfrog
macquarie,Macquarie Capital,,EVIDENCE,,,,,,,D2C / Consumer Brand(1),Personal care and grooming(1),Gorillas,2021-10,https://www.cnbc.com/2021/10/19/delivery-hero-leads-1-billion-investment-in-grocery-start-up-gorillas.html,Harry's,2021-03,forbes.com/sites/stevenbertoni/2021/03/31/exclusive-harrys-raises-a-155-million-series-e--at-17-billion-a-year-after-the-ftc-blocked-its-billion-dollar-sale-to-edgewell/,2,2,Gorillas|Harry's,2021-03,2021-10,1000.0,3100.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
manhattanventure,Manhattan Venture Partners,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1); Consumer Marketplace(1)",Foundation models / generative AI(1); Fashion resale marketplace(1),Vinted,2024-10,company.vinted.com/newsroom/secondary-investment,Anthropic,2024-01,https://www.forbes.com/sites/alexkonrad/2024/01/11/anthropic-750million-funding-round-menlo-ventures/,2,2,Anthropic|Vinted,2024-01,2024-10,750.0,18400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
meritech,Meritech,,EVIDENCE,,,,,,,Cybersecurity(1); Enterprise Applications(1),Managed detection and response for SMBs(1); Accounting close management(1),Huntress,2024-06,https://www.huntress.com/press-release/150m-boost-for-huntress-powers-new-products,FloQast,2024-04,https://www.floqast.com/press-releases/floqast-secures-100-million-in-series-e-funding-achieving-1-6-billion-valuation,2,2,FloQast|Huntress,2024-04,2024-06,150.0,1600.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
meta,Meta,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1); Consumer Marketplace(1)",AI data infrastructure / labeling(1); Value e-commerce marketplace(1),Scale AI,2024-05,https://techcrunch.com/2024/05/21/data-labeling-startup-scale-ai-raises-1b-as-valuation-doubles-to-13-8b/,Meesho,2021-09,techcrunch.com/2021/09/29/meesho-india-social-commerce-raises-570-million/,2,2,Meesho|Scale AI,2021-09,2024-05,1000.0,13800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
moorestrategic,Moore Strategic Ventures,,EVIDENCE,,,,,,,Merchant Acquiring & PSP(1); Consumer Marketplace(1),Merchant commerce and payments(1); Fashion resale marketplace(1),Vinted,2024-10,company.vinted.com/newsroom/secondary-investment,Pine Labs,2021-05,https://techcrunch.com/2021/05/16/merchant-commerce-platform-pine-labs-raises-285-million/,2,2,Pine Labs|Vinted,2021-05,2024-10,340.0,5000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
owlrock,Owl Rock,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1); E-commerce Enablement(1)",Search and discovery API(1); Marketing automation for commerce(1),Algolia,2021-07,https://www.algolia.com/about/news/algolia-advances-api-first-software-development-valuation-soars-to-2-25-billion-with-150-million-series-d-funding,Klaviyo,2021-05,sec.gov/Archives/edgar/data/1835830/000162828023030618/klaviyoincs-1.htm,2,2,Algolia|Klaviyo,2021-05,2021-07,320.0,9470.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
permira,Permira,,EVIDENCE,,,,,,,Vertical Software(1); E-commerce Enablement(1),Account-to-account payments platform(1); Enterprise marketplace software(1),GoCardless,2022-02,https://gocardless.com/blog/series-g/,Mirakl,2021-09,mirakl.com/news/mirakl-announces-555-million-series-e-funding-2/,2,2,GoCardless|Mirakl,2021-09,2022-02,555.0,3500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
princeville,Princeville Capital,,EVIDENCE,,,,,,,Scraping / Data for AI(1); Consumer Marketplace(1),Human-in-the-loop AI data operations(1); General e-commerce marketplace(1),Invisible Technologies,2025-09,https://invisibletech.ai/blog/invisible-technologies-raises-100-million,Trendyol,2021-08,techcrunch.com/2021/08/09/turkeys-first-decacorn-trendyol-raises-1-5b-at-a-16-5b-valuation,2,2,Invisible Technologies|Trendyol,2021-08,2025-09,1500.0,16500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: Princeville / Princeville Capital
ribbit,Ribbit,,EVIDENCE,,,,,,,Enterprise Applications(1); Lending & Credit(1),"HR, payroll and global workforce(1); Consumer lending and cards(1)",Deel,2025-10,https://www.deel.com/blog/new-investment-valuation/,Upgrade,2021-11,https://techcrunch.com/2021/11/16/credit-focused-company-upgrade-raises-280-million-at-6-billion-valuation/,2,2,Deel|Upgrade,2021-11,2025-10,300.0,17300.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
steadfast,STEADFAST Capital Ventures,,EVIDENCE,,,,,,,"Sales Engagement(1); Data, AI & Developer Tools(1)",Sales execution and engagement(1); Search and discovery API(1),Algolia,2021-07,https://www.algolia.com/about/news/algolia-advances-api-first-software-development-valuation-soars-to-2-25-billion-with-150-million-series-d-funding,Outreach,2021-06,https://www.prnewswire.com/news-releases/outreach-closes-200-million-round-4-4-billion-valuation-for-sales-engagement-category-leader-301304239.html,2,2,Algolia|Outreach,2021-06,2021-07,200.0,4400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
shopify,Shopify,,EVIDENCE,,,,,,,E-commerce Enablement(2),Customer support for e-commerce(1); Returns management software(1),Gorgias,2022-08,techcrunch.com/2022/08/15/gorgias-valuation-710m-series-c-e-commerce-customer-support/,Loop Returns,2021-07,techcrunch.com/2021/07/21/loop-returns-locks-in-65-million-series-b-led-by-crv/,2,2,Gorgias|Loop Returns,2021-07,2022-08,65.0,710.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
sixthstreet,Sixth Street,,EVIDENCE,,,,,,,Vertical Software(2),Legal practice management software(1); Property management software(1),Clio,2024-07,https://techcrunch.com/2024/07/23/clio-raises-900m-at-a-3b-valuation-plans-to-double-down-on-ai-and-fintech/,Guesty,2024-04,https://techcrunch.com/2024/04/10/guesty-snaps-up-130m-at-900m-valuation-to-help-property-managers-list-on-airbnb-and-beyond/,2,2,Clio|Guesty,2024-04,2024-07,900.0,3000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
spark,Spark Capital,,EVIDENCE,,,,,,,"Cybersecurity(1); Data, AI & Developer Tools(1)",Data security posture management(1); Foundation models / generative AI(1),Cyera,2024-04,https://www.cyera.com/press-releases/data-security-leader-cyera-raises-300-million-at-1-4-billion-valuation,Anthropic,2023-05,https://www.anthropic.com/news/anthropic-series-c,2,2,Anthropic|Cyera,2023-05,2024-04,450.0,4000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
summit,Summit Partners,,EVIDENCE,,,,,,,E-commerce Enablement(2),Marketing automation for commerce(1); Subscription-commerce software(1),Recharge,2021-05,businesswire.com/news/home/20210506005257/en/ReCharge-Announces-277-Million-in-Growth-Capital-from-Summit-Partners-ICONIQ-Growth-and-Bain-Capital-Ventures-to-Power-E-Commerce-Subscriptions,Klaviyo,2021-05,sec.gov/Archives/edgar/data/1835830/000162828023030618/klaviyoincs-1.htm,2,2,Klaviyo|Recharge,2021-05,2021-05,320.0,9470.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: Summit / Summit Partners
trowepriceassociates,T. Rowe Price Associates,,EVIDENCE,,,,,,,Consumer Marketplace(1); Consumer subscription(1),Sneaker and apparel resale(1); Fashion rental(1),GOAT Group,2021-06,prnewswire.com/news-releases/goat-group-valuation-more-than-doubles-to-3-7-billion-after-closing-series-f-funding-round-of-195-million-301319298.html,Rent the Runway,2019-03,techcrunch.com/2019/03/21/rent-the-runway-hits-a-1-billion-valuation/,2,2,GOAT Group|Rent the Runway,2019-03,2021-06,195.0,3700.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
tpg,TPG,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1); Consumer Marketplace(1)",Foundation models / generative AI(1); Fashion resale marketplace(1),Anthropic,2025-09,https://www.anthropic.com/news/anthropic-raises-series-f-at-usd183b-post-money-valuation,Vinted,2024-10,company.vinted.com/newsroom/secondary-investment,2,2,Anthropic|Vinted,2024-10,2025-09,13000.0,183000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
trinity,Trinity,,EVIDENCE,,,,,,,Sales Engagement(1); E-commerce Enablement(1),Sales execution and engagement(1); Retail e-commerce management software(1),CommerceIQ,2022-03,techcrunch.com/2022/03/21/commerceiq-e-commerce-infrastructure/,Outreach,2021-06,https://www.prnewswire.com/news-releases/outreach-closes-200-million-round-4-4-billion-valuation-for-sales-engagement-category-leader-301304239.html,2,2,CommerceIQ|Outreach,2021-06,2022-03,200.0,4400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
vef,VEF,,EVIDENCE,,,,,,,,,Creditas,2022-01,https://www.creditas.com/ir/non-regulatory/creditas-announces-usd-260-million-series-f-fundraising-round/,Creditas,2020-12,https://www.creditas.com/ir/non-regulatory/creditas-announces-ususd255-million-series-e/,2,1,Creditas,2020-12,2022-01,260.0,4800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
ventura,Ventura Capital,,EVIDENCE,,,,,,,Lending & Credit(2),Consumer lending and cards(2),Upgrade,2021-11,https://techcrunch.com/2021/11/16/credit-focused-company-upgrade-raises-280-million-at-6-billion-valuation/,Upgrade,2021-08,https://www.prnewswire.com/news-releases/upgrade-closes-105-million-series-e-round-at-3-325-billion-valuation-301352490.html,2,1,Upgrade,2021-08,2021-11,280.0,6280.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv. Spellings merged: Ventura / Ventura Capital
vikingglobalinvestors,Viking Global Investors,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1); Financial Data(1)",Market intelligence / enterprise search(1); Market intelligence and document search(1),AlphaSense,2024-06,https://news.bloomberglaw.com/private-equity/market-data-firm-alphasense-valued-at-4-billion-in-fundraise,AlphaSense,2022-06,https://www.prnewswire.com/news-releases/alphasenses-valuation-jumps-to-1-7-billion-with-225-million-series-d-led-by-goldman-sachs-asset-management-and-viking-global-301568717.html,2,1,AlphaSense,2022-06,2024-06,650.0,4000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
83north,83North,,EVIDENCE,,,,,,,E-commerce Enablement(1),Enterprise marketplace software(1),Mirakl,2021-09,mirakl.com/news/mirakl-announces-555-million-series-e-funding-2/,,,,1,1,Mirakl,2021-09,2021-09,555.0,3500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
8vc,8VC,,EVIDENCE,,,,,,,Cloud & Infrastructure Software(1),Front-end cloud / developer platform(1),Vercel,2024-05,https://www.streetinsider.com/Reuters/Exclusive-Vercel+completes+$250+million+Series+E+round+at+$3.25+billion+valuation/23238755.html,,,,1,1,Vercel,2024-05,2024-05,250.0,3250.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
adq,ADQ,,EVIDENCE,,,,,,,Consumer Marketplace(1),General e-commerce marketplace(1),Trendyol,2021-08,techcrunch.com/2021/08/09/turkeys-first-decacorn-trendyol-raises-1-5b-at-a-16-5b-valuation,,,,1,1,Trendyol,2021-08,2021-08,1500.0,16500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
amd,AMD Ventures,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1)",AI data infrastructure / labeling(1),Scale AI,2024-05,https://techcrunch.com/2024/05/21/data-labeling-startup-scale-ai-raises-1b-as-valuation-doubles-to-13-8b/,,,,1,1,Scale AI,2024-05,2024-05,1000.0,13800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
att,AT&T Ventures,,EVIDENCE,,,,,,,Cybersecurity(1),Data security posture management(1),Cyera,2024-04,https://www.cyera.com/press-releases/data-security-leader-cyera-raises-300-million-at-1-4-billion-valuation,,,,1,1,Cyera,2024-04,2024-04,300.0,1400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
accenture,Accenture,,EVIDENCE,,,,,,,Enterprise Applications(1),Enterprise generative AI platform(1),Writer,2023-09,https://writer.com/blog/series-b-funding-writer/,,,,1,1,Writer,2023-09,2023-09,100.0,750.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
acrew,Acrew Capital,,EVIDENCE,,,,,,,Scraping / Data for AI(1),Human-in-the-loop AI data operations(1),Invisible Technologies,2025-09,https://invisibletech.ai/blog/invisible-technologies-raises-100-million,,,,1,1,Invisible Technologies,2025-09,2025-09,100.0,2000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
activant,Activant,,EVIDENCE,,,,,,,Lending & Credit(1),Digital mortgage origination(1),Better.com,2021-05,https://www.businesswire.com/news/home/20210511005602/en/,,,,1,1,Better.com,2021-05,2021-05,,7700.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
actyus,Actyus,,EVIDENCE,,,,,,,,,Creditas,2022-01,https://www.creditas.com/ir/non-regulatory/creditas-announces-usd-260-million-series-f-fundraising-round/,,,,1,1,Creditas,2022-01,2022-01,260.0,4800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
adamsstreet,Adams Street,,EVIDENCE,,,,,,,Cybersecurity(1),SASE / network security(1),Cato Networks,2023-09,https://www.catonetworks.com/news/cato-networks-raises-238m-in-equity-investment-at-over-3b-valuation/,,,,1,1,Cato Networks,2023-09,2023-09,238.0,3000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
addition,Addition,,EVIDENCE,,,,,,,,,Airwallex,2025-12,https://www.airwallex.com/newsroom/airwallex-series-g,,,,1,1,Airwallex,2025-12,2025-12,330.0,8000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
